id,gender,city,year,group_size,tom,bumo,bumo_previous,most_favourite,age,age_group,age_sub_group,mpi,mpi_detail,mpi_mean,occupation,occupation_group,cluster,most_favourite_group,cluster_name
436864,Female,Nha Trang,2018,6.0,Other 1,Other 1,Milano,Other 1,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,2,Other,Experience Enthusiasts
436869,Male,Đà Nẵng,2018,1.0,Highlands Coffee,Other 1,Street / Half street coffee (including carts),Other 1,31.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Seekers
436877,Female,Hồ Chí Minh,2018,5.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),31.0,30 - 39,30 - 34,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,2,Street,Experience Enthusiasts
436987,Male,Đà Nẵng,2018,5.0,Other 1,Other 1,Refuse,Trung Nguyên,53.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,0,Major Chains,Routine Consumers
437187,Male,Hồ Chí Minh,2018,4.0,Other 1,Other 1,Refuse,Other 1,18.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
437231,Male,Hà Nội,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Trung Nguyên,48.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,Broker/ Service provider with no employee,Self Employed,0,Major Chains,Routine Consumers
437232,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Cộng Cà Phê,Highlands Coffee,32.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
437238,Female,Hà Nội,2018,4.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,33.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
437239,Female,Hà Nội,2018,3.0,Highlands Coffee,Aha Cafe,Refuse,Aha Cafe,32.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Seekers
437240,Male,Hà Nội,2018,4.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
437241,Male,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,29.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,Officer - Staff level,Office Worker,3,Major Chains,Quality-First Consumers
437242,Female,Hà Nội,2018,5.0,Other 1,Other 1,Refuse,Other 1,33.0,30 - 39,30 - 34,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,2,Other,Experience Enthusiasts
437245,Female,Hà Nội,2018,3.0,Cộng Cà Phê,Urban Station,Refuse,Urban Station,28.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,1,Other,Social Seekers
437246,Male,Hà Nội,2018,3.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,59.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Retirement,Non-working,0,Major Chains,Routine Consumers
437247,Female,Hà Nội,2018,4.0,Passio,Highlands Coffee,Passio,Highlands Coffee,37.0,30 - 39,35 - 39,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,3,Major Chains,Quality-First Consumers
437248,Female,Hà Nội,2018,2.0,Cộng Cà Phê,Cộng Cà Phê,Aha Cafe,Cộng Cà Phê,33.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
437249,Male,Hà Nội,2018,4.0,The Coffee House,The Coffee House,Refuse,The Coffee House,20.0,20 - 29,20 - 24,25+, 15  - 19.99  ,17499.0,Broker/ Service provider with no employee,Self Employed,3,Major Chains,Quality-First Consumers
437250,Female,Hà Nội,2018,2.0,Cộng Cà Phê,Milano,Trung Nguyên,Milano,44.0,40 - 60,40 - 44,9 - 14.9, 9  - 11.99  ,10499.0,Lecturer / Teacher,Professional,3,Other,Quality-First Consumers
437251,Female,Hà Nội,2018,2.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,35.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
437252,Female,Hà Nội,2018,3.0,Highlands Coffee,Urban Station,Refuse,Urban Station,27.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
437253,Female,Hà Nội,2018,4.0,Other 1,Other 1,Refuse,Other 1,33.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
437254,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,23.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
437255,Female,Hà Nội,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,53.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Other,Routine Consumers
437256,Male,Hà Nội,2018,5.0,The Coffee House,The Coffee House,Refuse,The Coffee House,26.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Major Chains,Quality-First Consumers
437257,Male,Hà Nội,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,58.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
437258,Female,Hà Nội,2018,4.0,Aha Cafe,Aha Cafe,Street / Half street coffee (including carts),Aha Cafe,50.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Consumers
437259,Female,Hà Nội,2018,4.0,Cộng Cà Phê,Cộng Cà Phê,Street / Half street coffee (including carts),Cộng Cà Phê,38.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Major Chains,Social Seekers
437270,Female,Hải Phòng,2018,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,28.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
437271,Female,Hải Phòng,2018,3.0,Other 1,Other 1,Refuse,Other 1,36.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Lecturer / Teacher,Professional,1,Other,Social Seekers
437272,Male,Hải Phòng,2018,2.0,Highlands Coffee,Other 2,Refuse,Other 2,22.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
437273,Female,Hải Phòng,2018,3.0,Other 1,Other 1,Refuse,Highlands Coffee,21.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
437274,Female,Hải Phòng,2018,2.0,Other 1,Other 1,Refuse,Other 1,34.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
437310,Female,Nha Trang,2018,6.0,Other 1,Other 1,Refuse,Other 1,56.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,0,Other,Routine Consumers
437316,Male,Nha Trang,2018,4.0,Milano,Street / Half street coffee (including carts),Refuse,Milano,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
437320,Female,Nha Trang,2018,2.0,Milano,Other 1,Refuse,Other 1,53.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Consumers
437327,Male,Nha Trang,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 2,59.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Retirement,Non-working,0,Other,Routine Consumers
437350,Male,Hồ Chí Minh,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,32.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Other,Quality-First Consumers
437385,Female,Nha Trang,2018,2.0,Other 1,Street / Half street coffee (including carts),Refuse,Other 1,55.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Retirement,Non-working,0,Other,Routine Consumers
437403,Male,Hồ Chí Minh,2018,2.0,Trung Nguyên,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),48.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Street,Routine Consumers
437405,Male,Nha Trang,2018,4.0,Milano,Milano,Refuse,Milano,32.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
437410,Female,Nha Trang,2018,3.0,Other 1,Street / Half street coffee (including carts),Refuse,Other 1,26.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
437493,Female,Đà Nẵng,2018,2.0,Other 1,Other 1,Refuse,Other 1,36.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
437494,Female,Nha Trang,2018,5.0,Other 1,Other 2,Refuse,Other 1,60.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Retirement,Non-working,0,Other,Routine Consumers
437527,Male,Nha Trang,2018,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Major Chains,Social Seekers
437592,Female,Nha Trang,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,16.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,2,Major Chains,Experience Enthusiasts
437595,Male,Hồ Chí Minh,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),36.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Street,Social Seekers
437632,Male,Hồ Chí Minh,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),47.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,0,Street,Routine Consumers
437663,Female,Đà Nẵng,2018,3.0,Nia cafe,Nia cafe,Refuse,Nia cafe,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
437703,Female,Đà Nẵng,2018,2.0,Other 1,Other 1,Street / Half street coffee (including carts),Street / Half street coffee (including carts),43.0,40 - 60,40 - 44,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Civil servant - Staff level,Office Worker,0,Street,Routine Consumers
437707,Female,Nha Trang,2018,4.0,Other 1,Street / Half street coffee (including carts),Refuse,Milano,39.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
437729,Female,Nha Trang,2018,5.0,Milano,Milano,Refuse,Milano,22.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,1,Other,Social Seekers
437767,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Lecturer / Teacher,Professional,1,Major Chains,Social Seekers
437768,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,56.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
437769,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Cộng Cà Phê,Highlands Coffee,20.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
437790,Male,Nha Trang,2018,3.0,Trung Nguyên,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),25.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,Officer - Staff level,Office Worker,2,Street,Experience Enthusiasts
437796,Male,Hồ Chí Minh,2018,4.0,Trung Nguyên,Other 1,Refuse,Trung Nguyên,35.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Major Chains,Quality-First Consumers
437841,Female,Hồ Chí Minh,2018,4.0,Trung Nguyên,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),33.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,1,Street,Social Seekers
437844,Female,Hồ Chí Minh,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),59.0,40 - 60,45+,None,Refuse,0.0,Housewife,Non-working,0,Street,Routine Consumers
437851,Male,Đà Nẵng,2018,1.0,Trung Nguyên,Other 1,Refuse,Trung Nguyên,53.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Retirement,Non-working,0,Major Chains,Routine Consumers
437859,Female,Đà Nẵng,2018,3.0,The Coffee House,The Coffee House,Refuse,The Coffee House,26.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Broker/ Service provider with no employee,Self Employed,1,Major Chains,Social Seekers
437878,Female,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 1,34.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
437900,Male,Hải Phòng,2018,4.0,Highlands Coffee,Other 1,Refuse,Highlands Coffee,36.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Major Chains,Quality-First Consumers
437909,Female,Hà Nội,2018,3.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,32.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
437910,Female,Hà Nội,2018,3.0,Urban Station,Urban Station,Cộng Cà Phê,Urban Station,20.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
437911,Male,Hà Nội,2018,3.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,42.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
437912,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Lecturer / Teacher,Professional,1,Other,Social Seekers
437913,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,40.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
437921,Female,Hồ Chí Minh,2018,6.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),36.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Street,Social Seekers
437927,Female,Hồ Chí Minh,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),50.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Consumers
437932,Female,Nha Trang,2018,3.0,Cộng Cà Phê,Other 1,Refuse,Other 1,54.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Consumers
437945,Female,Hồ Chí Minh,2018,4.0,Trung Nguyên,Trung Nguyên,Street / Half street coffee (including carts),Trung Nguyên,44.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,0,Major Chains,Routine Consumers
437947,Female,Hồ Chí Minh,2018,2.0,Other 1,Other 1,Refuse,Other 1,37.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Seekers
437948,Female,Hồ Chí Minh,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Passio,25.0,20 - 29,25 - 29,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,2,Other,Experience Enthusiasts
437949,Female,Hồ Chí Minh,2018,5.0,Other 1,Street / Half street coffee (including carts),Refuse,Other 1,20.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
437962,Female,Nha Trang,2018,3.0,Other 1,Other 1,Refuse,Other 1,20.0,20 - 29,20 - 24,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,2,Other,Experience Enthusiasts
437974,Female,Đà Nẵng,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),20.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Street,Experience Enthusiasts
437997,Male,Nha Trang,2018,4.0,Other 1,Other 1,Refuse,Other 1,22.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
438000,Female,Hồ Chí Minh,2018,4.0,Milano,Milano,Refuse,Milano,22.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
438019,Female,Nha Trang,2018,4.0,Other 1,Other 2,Milano,Other 1,33.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
438034,Female,Đà Nẵng,2018,3.0,Trung Nguyên,Other 1,Refuse,Trung Nguyên,48.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,0,Major Chains,Routine Consumers
438050,Male,Nha Trang,2018,3.0,Milano,Milano,Refuse,Milano,41.0,40 - 60,40 - 44,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
438055,Female,Nha Trang,2018,3.0,Milano,Milano,Refuse,Milano,40.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Other,Routine Consumers
438063,Male,Nha Trang,2018,3.0,Other 1,Other 2,Other 1,Other 2,29.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
438078,Male,Hồ Chí Minh,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,50.0,40 - 60,45+,25+, 15  - 19.99  ,17499.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Consumers
438096,Female,Nha Trang,2018,5.0,Other 1,Other 2,Refuse,Other 2,40.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
438153,Male,Nha Trang,2018,5.0,Other 1,Other 1,Other 3,Other 1,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
438157,Male,Nha Trang,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),31.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Street,Social Seekers
438169,Male,Nha Trang,2018,8.0,Other 1,Other 1,Trung Nguyên,Trung Nguyên,34.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Major Chains,Quality-First Consumers
438194,Female,Nha Trang,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Trung Nguyên,Highlands Coffee,32.0,30 - 39,30 - 34,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,2,Major Chains,Experience Enthusiasts
438205,Female,Nha Trang,2018,3.0,Milano,Street / Half street coffee (including carts),Refuse,Milano,38.0,30 - 39,35 - 39,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,3,Other,Quality-First Consumers
