id,city,year,needstates,day_daypart,needstate_group,matched_attribute
460221,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460221,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460221,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460223,Hà Nội,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460223,Hà Nội,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460223,Hà Nội,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460225,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460226,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460229,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460229,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460230,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460230,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460231,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460231,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460231,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460231,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460231,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460231,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460231,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460235,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460235,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460235,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460235,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460247,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460247,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460250,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460250,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460250,Đà Nẵng,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460250,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460250,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460250,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460250,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460255,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460255,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460260,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460260,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460260,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460260,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460263,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460263,Đà Nẵng,2018,Studying / Reading books,Overall,Studying & Others,Work/study friendly
460263,Đà Nẵng,2018,Studying / Reading books,Overall,Studying & Others,Study-friendly place
460263,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460263,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460263,Đà Nẵng,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460263,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460263,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460263,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460263,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460263,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460263,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460263,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460263,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460264,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460264,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460264,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460265,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460265,Hồ Chí Minh,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460265,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460267,Nha Trang,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460267,Nha Trang,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460279,Hồ Chí Minh,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460279,Hồ Chí Minh,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460281,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460281,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460281,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460281,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460281,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460281,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460281,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460281,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460281,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460283,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460289,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460289,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460289,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460296,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460304,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460304,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460309,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460309,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460309,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460309,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460309,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460309,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460309,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460309,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460309,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460309,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460309,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460309,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460309,Đà Nẵng,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460334,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460334,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460334,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460334,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460334,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460346,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460347,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460347,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460347,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460347,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460347,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460358,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460358,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460358,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460358,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460358,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460358,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460358,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460358,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460358,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460358,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460360,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460360,Đà Nẵng,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460360,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460360,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460360,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460360,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460360,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460360,Đà Nẵng,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
460360,Đà Nẵng,2018,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
460360,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460364,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460364,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460364,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460364,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460364,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460367,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460367,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460367,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460367,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460367,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460367,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460367,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460367,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460367,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460367,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460367,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460380,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460382,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460393,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
460393,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460393,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460398,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460398,Đà Nẵng,2018,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
460398,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Good food
460398,Đà Nẵng,2018,Have snack / pastry,Overall,Meals & Snack,Varied menu
460398,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460398,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460398,Đà Nẵng,2018,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
460398,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460398,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460403,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460403,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460403,Đà Nẵng,2018,Drinking tea,Overall,Drinking beverages,Good tea
460403,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460403,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460404,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
460404,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
460404,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
460404,Đà Nẵng,2018,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
460404,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460404,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460404,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460404,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460404,Đà Nẵng,2018,Socializing with colleagues,Overall,Socializing,Colleague meeting place
460422,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460422,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460424,Đà Nẵng,2018,Drinking coffee,Overall,Drinking beverages,Good coffee
460426,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Fast internet
460426,Đà Nẵng,2018,Entertainment,Overall,Relaxing & entertainment,Good music
460426,Đà Nẵng,2018,Socializing with family / relatives,Overall,Socializing,Family-friendly place
460426,Đà Nẵng,2018,Socializing with friends,Overall,Socializing,Friends hangout place
460431,Đà Nẵng,2018,Working / Business meeting,Overall,Working & business meeting,Business meeting place
