ID,Year,City,Awareness,Attribute,BrandImage
135374,2017,Hà Nội,Milano,Good place for relaxing,Milano
370346,2018,Hà Nội,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
124756,2017,Hồ Chí Minh,Street / Half street coffee (including carts),"Good other beverages (other than coffee, tea & ice-blended)",Street / Half street coffee (including carts)
141281,2017,Hà Nội,Cộng Cà Phê,Recommended by others,Cộng Cà Phê
371039,2018,Hải Phòng,Other 1,Clean,Other 1
136438,2017,Hà Nội,Street / Half street coffee (including carts),Good coffee taste,Street / Half street coffee (including carts)
819706,2019,Hồ Chí Minh,Highlands Coffee,Good coffee taste,Highlands Coffee
359150,2018,Cần Thơ,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
102997,2017,Hà Nội,Highlands Coffee,Feel I belong here,Highlands Coffee
813281,2019,Hà Nội,Urban Station,Good place for socializing with friends,Urban Station
843374,2019,Cần Thơ,Other,Good coffee taste,Other
369590,2018,Hải Phòng,Other 1,Clean,Other 1
119802,2017,Hà Nội,Highlands Coffee,Clean,Highlands Coffee
437247,2018,Hà Nội,The Coffee House,Nice environment design,The Coffee House
759973,2019,Hồ Chí Minh,Mộc Miên,Clean,Mộc Miên
135043,2017,Hải Phòng,Indepedent Cafe,Nice environment design,Indepedent Cafe
134961,2017,Hà Nội,Urban Station,Good place for socializing,Urban Station
136154,2017,Đà Nẵng,Indepedent Cafe,"Good other beverages (other than coffee, tea & ice-blended)",Indepedent Cafe
118842,2017,Cần Thơ,Trung Nguyên,Good tea taste,Trung Nguyên
792146,2019,Hà Nội,Trung Nguyên,Friendly staff,Trung Nguyên
132630,2017,Hồ Chí Minh,Milano,Friendly staff,Milano
741281,2019,Hà Nội,Aha Cafe,Good value for money,Aha Cafe
414763,2018,Nha Trang,Other 3,Friendly staff,Other 3
450808,2018,Hà Nội,Highlands Coffee,Convenient location,Highlands Coffee
735026,2019,Hồ Chí Minh,Viva Star,Friendly staff,Viva Star
435976,2018,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
135174,2017,Hồ Chí Minh,KOI cafe,Good place for socializing,KOI cafe
448964,2018,Hà Nội,Highlands Coffee,Recommended by others,Highlands Coffee
411356,2018,Hà Nội,Other 2,Good tea taste,Other 2
411679,2018,Hà Nội,Runam cafe,Friendly staff,Runam cafe
140735,2017,Hà Nội,The Coffee House,Good place for working / studying,The Coffee House
816477,2019,Hà Nội,Street,Feel I belong here,Street
758701,2019,Đà Nẵng,Other,Good coffee taste,Other
138376,2017,Hồ Chí Minh,Phúc Long,Delicious food,Phúc Long
748374,2019,Đà Nẵng,Mộc Miên,Good place for studying,Mộc Miên
818185,2019,Hà Nội,Phúc Long,Nice environment design,Phúc Long
813684,2019,Hồ Chí Minh,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
436263,2018,Nha Trang,Street / Half street coffee (including carts),Recommended by others,Street / Half street coffee (including carts)
813684,2019,Hồ Chí Minh,Viva Star,Comfortable and relaxing environment,Viva Star
446169,2018,Hà Nội,Aha Cafe,Good place for studying,Aha Cafe
724358,2019,Đà Nẵng,Highlands Coffee,Trusted brand,Highlands Coffee
804016,2019,Đà Nẵng,Other,Good place for socializing with friends,Other
138526,2017,Hà Nội,Starbucks,Trusted brand,Starbucks
439973,2018,Nha Trang,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
800111,2019,Hà Nội,The Coffee House,Clean,The Coffee House
826969,2019,Hồ Chí Minh,Milano,Good tea taste,Milano
435322,2018,Nha Trang,Milano,Convenient location,Milano
132408,2017,Cần Thơ,Highlands Coffee,Popular brand,Highlands Coffee
138626,2017,Hà Nội,Indepedent Cafe,Good music,Indepedent Cafe
379451,2018,Cần Thơ,Other 3,Clean,Other 3
448120,2018,Hồ Chí Minh,Coffee Bean & Tea Leaf,Good place for working / business meeting,Coffee Bean & Tea Leaf
830247,2019,Hồ Chí Minh,Milano,Popular brand,Milano
823993,2019,Hải Phòng,Other,Friendly staff,Other
135179,2017,Hồ Chí Minh,Starbucks,Trusted brand,Starbucks
836201,2019,Hồ Chí Minh,Trung Nguyên,Good music,Trung Nguyên
855074,2019,Hồ Chí Minh,Mê Trang,Good place for working / business meeting,Mê Trang
107620,2017,Hồ Chí Minh,Starbucks,Comfortable and relaxing environment,Starbucks
805039,2019,Hà Nội,Trung Nguyên,Good music,Trung Nguyên
786667,2019,Hồ Chí Minh,Street,Friendly staff,Street
95193,2017,Hồ Chí Minh,Gong Cha,Good place for socializing,Gong Cha
131015,2017,Đà Nẵng,Trung Nguyên,Popular brand,Trung Nguyên
812779,2019,Hà Nội,Urban Station,Have new product regularly,Urban Station
440537,2018,Hải Phòng,Other 3,Good place for socializing with colleagues,Other 3
809928,2019,Hà Nội,The Coffee House,Good place for socializing with colleagues,The Coffee House
442270,2018,Hải Phòng,Other 1,High speed of internet,Other 1
460141,2018,Hà Nội,Aha Cafe,Clean,Aha Cafe
799488,2019,Hồ Chí Minh,Street,Feel I belong here,Street
458419,2018,Nha Trang,Highlands Coffee,Clean,Highlands Coffee
392629,2018,Cần Thơ,Other 1,Good tea taste,Other 1
795921,2019,Hà Nội,Cộng Cà Phê,Popular brand,Cộng Cà Phê
818777,2019,Hà Nội,Cộng Cà Phê,Nice environment design,Cộng Cà Phê
822078,2019,Đà Nẵng,Phúc Long,Trusted brand,Phúc Long
430292,2018,Hà Nội,Starbucks,Good value for money,Starbucks
812081,2019,Hà Nội,Trung Nguyên,Good place for socializing with friends,Trung Nguyên
392032,2018,Hải Phòng,Highlands Coffee,Good value for money,Highlands Coffee
135646,2017,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
842464,2019,Hồ Chí Minh,Trung Nguyên,Good value for money,Trung Nguyên
140390,2017,Hà Nội,Indepedent Cafe,Good tea taste,Indepedent Cafe
131560,2017,Hồ Chí Minh,Phúc Long,"Good other beverages (other than coffee, tea & ice-blended)",Phúc Long
453659,2018,Hà Nội,Highlands Coffee,Popular brand,Highlands Coffee
443612,2018,Hồ Chí Minh,Trung Nguyên,High speed of internet,Trung Nguyên
135452,2017,Cần Thơ,Other Branded Cafe Chain,Good coffee taste,Other Branded Cafe Chain
402851,2018,Đà Nẵng,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
139099,2017,Đà Nẵng,Trung Nguyên,Good place for relaxing,Trung Nguyên
800524,2019,Nha Trang,Milano,Trusted brand,Milano
119275,2017,Hồ Chí Minh,Trung Nguyên,Good place for socializing,Trung Nguyên
391987,2018,Hải Phòng,Other 1,Good place for socializing with family,Other 1
839724,2019,Cần Thơ,Highlands Coffee,Good place for studying,Highlands Coffee
752734,2019,Hồ Chí Minh,Viva Star,Nice environment design,Viva Star
411682,2018,Hà Nội,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
731843,2019,Hà Nội,Other,Friendly staff,Other
456151,2018,Hà Nội,Highlands Coffee,Good place for socializing with friends,Highlands Coffee
828365,2019,Hồ Chí Minh,The Coffee House,Nice environment design,The Coffee House
854872,2019,Hà Nội,Highlands Coffee,Popular brand,Highlands Coffee
824576,2019,Hà Nội,Runam cafe,Convenient location,Runam cafe
815767,2019,Nha Trang,Other,Good place for socializing with friends,Other
370839,2018,Hải Phòng,Highlands Coffee,Clean,Highlands Coffee
457419,2018,Hồ Chí Minh,Highlands Coffee,Recommended by others,Highlands Coffee
451851,2018,Hà Nội,Cộng Cà Phê,Recommended by others,Cộng Cà Phê
758044,2019,Hồ Chí Minh,The Coffee House,Good tea taste,The Coffee House
451398,2018,Hồ Chí Minh,The Coffee House,Good tea taste,The Coffee House
381392,2018,Hà Nội,Highlands Coffee,Popular brand,Highlands Coffee
95909,2017,Hồ Chí Minh,Trung Nguyên,Feel I belong here,Trung Nguyên
433732,2018,Đà Nẵng,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
406742,2018,Đà Nẵng,Trung Nguyên,High speed of internet,Trung Nguyên
841369,2019,Đà Nẵng,Long Cafe,Clean,Long Cafe
138381,2017,Hồ Chí Minh,Milano,Nice environment design,Milano
818149,2019,Đà Nẵng,Other,Convenient location,Other
819663,2019,Cần Thơ,Other,Good value for money,Other
793056,2019,Cần Thơ,Other,Good music,Other
433236,2018,Hồ Chí Minh,Trung Nguyên,Good place for socializing with family,Trung Nguyên
797912,2019,Hà Nội,Urban Station,Popular brand,Urban Station
769866,2019,Hà Nội,Trung Nguyên,Good music,Trung Nguyên
376744,2018,Đà Nẵng,Highlands Coffee,Popular brand,Highlands Coffee
734754,2019,Hà Nội,Milano,Good place for relaxing,Milano
810728,2019,Hồ Chí Minh,Phúc Long,Good place for relaxing,Phúc Long
824305,2019,Hồ Chí Minh,Starbucks,Good place for working / business meeting,Starbucks
457304,2018,Hồ Chí Minh,Trung Nguyên,Popular brand,Trung Nguyên
360397,2018,Cần Thơ,Other 1,Trusted brand,Other 1
824305,2019,Hồ Chí Minh,Phúc Long,Good place for socializing with colleagues,Phúc Long
738997,2019,Hà Nội,Passio,Comfortable and relaxing environment,Passio
433333,2018,Hà Nội,Starbucks,Nice environment design,Starbucks
830139,2019,Hồ Chí Minh,Phúc Long,Good tea taste,Phúc Long
138880,2017,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
441040,2018,Nha Trang,Other 1,Feel I belong here,Other 1
825121,2019,Hồ Chí Minh,Other,Good value for money,Other
112342,2017,Hải Phòng,Street / Half street coffee (including carts),Good place for relaxing,Street / Half street coffee (including carts)
369143,2018,Hồ Chí Minh,Passio,Trusted brand,Passio
443346,2018,Hà Nội,Cộng Cà Phê,Good place for relaxing,Cộng Cà Phê
451815,2018,Hồ Chí Minh,The Coffee House,Good place for studying,The Coffee House
819642,2019,Hà Nội,The Coffee House,Convenient location,The Coffee House
738215,2019,Hồ Chí Minh,Milano,Good place for socializing with colleagues,Milano
414069,2018,Hồ Chí Minh,Viva Star,Good place for studying,Viva Star
457517,2018,Hồ Chí Minh,Highlands Coffee,Good place for socializing with family,Highlands Coffee
398945,2018,Hà Nội,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
825746,2019,Hồ Chí Minh,Mê Trang,Good place for socializing with colleagues,Mê Trang
789441,2019,Hà Nội,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
790423,2019,Hải Phòng,Starbucks,Trusted brand,Starbucks
138486,2017,Hà Nội,Highlands Coffee,Good value for money,Highlands Coffee
138751,2017,Hà Nội,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
135366,2017,Hà Nội,Trung Nguyên,Quick speed of service,Trung Nguyên
136350,2017,Hà Nội,Cộng Cà Phê,Good tea taste,Cộng Cà Phê
800472,2019,Hà Nội,The Coffee Factory,Trusted brand,The Coffee Factory
839735,2019,Hồ Chí Minh,Trung Nguyên,Good music,Trung Nguyên
120168,2017,Hồ Chí Minh,Passio,Good place for relaxing,Passio
102988,2017,Hà Nội,Gong Cha,"Good other beverages (other than coffee, tea & ice-blended)",Gong Cha
359399,2018,Hà Nội,The Coffee House,Quick speed of service,The Coffee House
109206,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for relaxing,Street / Half street coffee (including carts)
361753,2018,Cần Thơ,Other 1,Recommended by others,Other 1
369143,2018,Hồ Chí Minh,Passio,Popular brand,Passio
370839,2018,Hải Phòng,Other 1,Recommended by others,Other 1
138873,2017,Hồ Chí Minh,Indepedent Cafe,Good value for money,Indepedent Cafe
813286,2019,Hà Nội,Highlands Coffee,Clean,Highlands Coffee
825383,2019,Hồ Chí Minh,Milano,Comfortable and relaxing environment,Milano
835013,2019,Hồ Chí Minh,Phúc Long,Quick speed of service,Phúc Long
442247,2018,Hà Nội,Passio,Comfortable and relaxing environment,Passio
415123,2018,Nha Trang,Highlands Coffee,Recommended by others,Highlands Coffee
750621,2019,Hà Nội,Runam cafe,Good place for working / business meeting,Runam cafe
837606,2019,Hồ Chí Minh,Viva Star,Good coffee taste,Viva Star
390232,2018,Hải Phòng,Trung Nguyên,Popular brand,Trung Nguyên
437272,2018,Hải Phòng,Other 1,Nice environment design,Other 1
96122,2017,Hồ Chí Minh,Phúc Long,Trusted brand,Phúc Long
447773,2018,Hà Nội,Other 1,Nice environment design,Other 1
824257,2019,Hà Nội,Phúc Long,Feel I belong here,Phúc Long
835311,2019,Hồ Chí Minh,Street,Feel I belong here,Street
733904,2019,Hồ Chí Minh,Trung Nguyên,Good place for socializing with family,Trung Nguyên
824529,2019,Hồ Chí Minh,Milano,Good place for working / business meeting,Milano
452650,2018,Hồ Chí Minh,Milano,Have new product regularly,Milano
386763,2018,Cần Thơ,Other 2,Good place for socializing with friends,Other 2
803092,2019,Hà Nội,Street,Quick speed of service,Street
825649,2019,Cần Thơ,Other,Good ice-blended taste,Other
780531,2019,Đà Nẵng,Highlands Coffee,Good tea taste,Highlands Coffee
378653,2018,Đà Nẵng,Nia cafe,Friendly staff,Nia cafe
836736,2019,Hồ Chí Minh,Cộng Cà Phê,Quick speed of service,Cộng Cà Phê
789765,2019,Hà Nội,Cộng Cà Phê,Good music,Cộng Cà Phê
451044,2018,Hà Nội,Other 1,Good value for money,Other 1
449987,2018,Hà Nội,Other 2,Good place for socializing with friends,Other 2
744991,2019,Hà Nội,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
368130,2018,Cần Thơ,Other 2,Good value for money,Other 2
117269,2017,Cần Thơ,Street / Half street coffee (including carts),Clean,Street / Half street coffee (including carts)
452379,2018,Đà Nẵng,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
432637,2018,Hải Phòng,Other 2,Good tea taste,Other 2
123550,2017,Đà Nẵng,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
104149,2017,Cần Thơ,Street / Half street coffee (including carts),Good place for relaxing,Street / Half street coffee (including carts)
446517,2018,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
451910,2018,Hà Nội,Passio,Feel I belong here,Passio
456151,2018,Hà Nội,Aha Cafe,Comfortable and relaxing environment,Aha Cafe
433701,2018,Hà Nội,Other 1,Recommended by others,Other 1
785671,2019,Hà Nội,The Coffee House,Good place for socializing with colleagues,The Coffee House
452339,2018,Hồ Chí Minh,Viva Star,Clean,Viva Star
456571,2018,Hồ Chí Minh,Highlands Coffee,Good place for relaxing,Highlands Coffee
817758,2019,Đà Nẵng,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
138618,2017,Hà Nội,Trung Nguyên,Diversified menu,Trung Nguyên
138103,2017,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
828582,2019,Cần Thơ,Other,Quick speed of service,Other
108889,2017,Hồ Chí Minh,Trung Nguyên,Feel I belong here,Trung Nguyên
410855,2018,Hà Nội,Trung Nguyên,Popular brand,Trung Nguyên
789623,2019,Hà Nội,Highlands Coffee,Convenient location,Highlands Coffee
807924,2019,Cần Thơ,Other,Good place for studying,Other
90418,2017,Hồ Chí Minh,Trung Nguyên,Trusted brand,Trung Nguyên
453572,2018,Hà Nội,Starbucks,Nice environment design,Starbucks
444682,2018,Hà Nội,Other 1,Quick speed of service,Other 1
435041,2018,Hà Nội,Other 1,Good place for working / business meeting,Other 1
101927,2017,Hồ Chí Minh,Trung Nguyên,Trusted brand,Trung Nguyên
709345,2019,Đà Nẵng,Thức Coffee,Clean,Thức Coffee
812814,2019,Hải Phòng,Other,Friendly staff,Other
126109,2017,Hồ Chí Minh,The Coffee House,Good value for money,The Coffee House
842453,2019,Hồ Chí Minh,The Coffee House,Good place for working / business meeting,The Coffee House
756395,2019,Hồ Chí Minh,Starbucks,"Good other beverages (other than coffee, tea & ice-blended)",Starbucks
789441,2019,Hà Nội,Starbucks,Feel I belong here,Starbucks
458847,2018,Nha Trang,Other 3,Recommended by others,Other 3
386289,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for socializing with friends,Street / Half street coffee (including carts)
95193,2017,Hồ Chí Minh,Trung Nguyên,Good place for socializing,Trung Nguyên
137960,2017,Hồ Chí Minh,Milano,Recommended by others,Milano
778880,2019,Hải Phòng,Milano,Good place for socializing with colleagues,Milano
108903,2017,Hà Nội,The Coffee House,Comfortable and relaxing environment,The Coffee House
786990,2019,Hà Nội,Starbucks,Good place for working / business meeting,Starbucks
806342,2019,Nha Trang,Milano,Clean,Milano
435231,2018,Hải Phòng,Other 1,Good place for socializing with colleagues,Other 1
808553,2019,Cần Thơ,Highlands Coffee,Popular brand,Highlands Coffee
462884,2018,Hải Phòng,Highlands Coffee,Good tea taste,Highlands Coffee
818131,2019,Hải Phòng,Street,Good place for socializing with friends,Street
